t	x	y	z	roll	pitch	yaw	Q1	Q2	Q3	Q4	M1	M2	M3	M4	ax	ay	az	wx	wy	wz
1708334496.0437171	-0.001	0.0	0.0	-1.37	1.28	0.41000000000000003	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.23	0.26	-10.41	-0.04	0.03	0.0
1708334496.1901793	-0.001	0.0	0.0	-1.36	1.27	0.41000000000000003	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.22	0.24	-10.41	-0.13	-0.09	0.08
1708334496.335815	-0.001	0.0	0.0	-1.36	1.26	0.41000000000000003	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.23	0.25	-10.42	-0.01	-0.03	-0.04
1708334496.490332	-0.001	0.0	0.0	-1.36	1.27	0.41000000000000003	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.22	0.26	-10.4	0.04	-0.05	-0.03
1708334496.636177	-0.001	0.0	0.0	-1.37	1.26	0.41000000000000003	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.22	0.23	-10.42	0.16	0.03	-0.12
1708334496.7809677	-0.001	0.0	0.0	-1.37	1.24	0.41000000000000003	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.22	0.25	-10.42	0.12	-0.06	0.14
1708334496.9324636	-0.001	0.0	0.0	-1.37	1.23	0.41000000000000003	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.23	0.25	-10.44	-0.12	0.02	0.01
1708334497.0768664	-0.001	0.0	0.0	-1.36	1.23	0.41000000000000003	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.23	0.24	-10.42	0.15	-0.19	-0.07
1708334497.2324297	-0.001	0.0	0.0	-1.36	1.25	0.41000000000000003	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.24	0.24	-10.41	0.01	0.04	0.12
1708334497.3786902	-0.001	0.0	0.0	-1.3800000000000001	1.25	0.41000000000000003	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.23	0.24	-10.44	0.1	0.1	0.0
1708334497.5294116	-0.001	0.0	0.0	-1.37	1.25	0.41000000000000003	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.22	0.24	-10.41	-0.06	0.0	0.08
1708334497.6697462	-0.001	0.0	0.0	-1.37	1.24	0.41000000000000003	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.21	0.24	-10.42	0.03	0.0	0.14
1708334497.8329294	-0.001	0.0	0.0	-1.36	1.25	0.41000000000000003	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.23	0.24	-10.43	-0.04	0.17	-0.14
1708334497.9854317	-0.001	0.0	0.0	-1.34	1.26	0.41000000000000003	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.23	0.24	-10.4	-0.05	0.16	0.0
1708334498.1634684	-0.001	0.0	0.0	-1.35	1.26	0.41000000000000003	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.21	0.24	-10.43	-0.07	0.0	-0.06
1708334498.4608889	-0.001	0.0	0.0	-1.35	1.25	0.41000000000000003	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.21	0.24	-10.44	0.11	0.12	-0.11
1708334498.6592758	-0.001	0.0	0.0	-1.37	1.27	0.41000000000000003	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.23	0.24	-10.4	0.14	0.01	-0.08
1708334498.8427103	-0.001	0.0	0.0	-1.36	1.26	0.41000000000000003	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.21	0.25	-10.41	0.08	0.03	0.0
1708334499.023471	-0.001	0.0	0.0	-1.36	1.26	0.41000000000000003	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.23	0.24	-10.42	-0.11	0.06	0.04
1708334499.223589	-0.001	0.0	0.0	-1.35	1.26	0.41000000000000003	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.22	0.25	-10.4	0.0	0.16	0.08
1708334499.39445	-0.001	0.0	0.0	-1.35	1.26	0.41000000000000003	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.23	0.24	-10.42	0.03	-0.05	0.09
1708334499.580044	-0.001	0.0	0.0	-1.36	1.26	0.41000000000000003	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.22	0.24	-10.42	-0.02	0.08	0.04
1708334499.757036	-0.001	0.0	0.0	-1.3800000000000001	1.26	0.41000000000000003	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.22	0.24	-10.43	-0.02	-0.07	0.03
1708334499.9084094	-0.001	0.0	0.0	-1.37	1.25	0.41000000000000003	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.21	0.25	-10.42	0.05	0.02	0.06
1708334500.057192	-0.001	0.0	0.0	-1.37	1.25	0.41000000000000003	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.22	0.25	-10.44	0.09	-0.03	0.08
1708334500.2041526	-0.001	0.0	0.0	-1.37	1.25	0.41000000000000003	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.23	0.24	-10.42	0.04	-0.09	0.0
1708334500.351556	-0.001	0.0	0.0	-1.3800000000000001	1.25	0.41000000000000003	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.22	0.25	-10.41	0.08	-0.12	0.06
1708334500.5015302	-0.001	0.0	0.0	-1.3800000000000001	1.25	0.41000000000000003	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.23	0.25	-10.42	0.09	-0.06	0.03
1708334500.6487668	-0.001	0.0	0.0	-1.37	1.26	0.41000000000000003	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.22	0.25	-10.44	-0.05	-0.09	-0.07
1708334500.784863	-0.001	0.0	0.0	-1.36	1.26	0.41000000000000003	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.23	0.24	-10.42	-0.03	-0.03	-0.03
1708334500.933397	-0.001	0.0	0.0	-1.35	1.25	0.41000000000000003	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.22	0.25	-10.42	0.0	0.11	0.0
1708334501.0823617	-0.001	0.0	0.0	-1.35	1.25	0.41000000000000003	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.23	0.24	-10.41	0.1	0.0	0.01
1708334501.2315245	-0.001	0.0	0.0	-1.36	1.25	0.41000000000000003	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.23	0.24	-10.41	-0.07	-0.11	0.1
1708334501.3856785	-0.001	0.0	0.0	-1.36	1.26	0.41000000000000003	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.23	0.25	-10.44	0.23	0.03	-0.05
1708334501.5391543	-0.001	0.0	0.0	-1.36	1.27	0.41000000000000003	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.23	0.26	-10.42	0.1	-0.19	-0.01
1708334501.6923985	-0.001	0.0	0.0	-1.36	1.28	0.41000000000000003	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.24	0.24	-10.43	0.0	0.12	0.0
1708334501.8380394	-0.001	0.0	0.0	-1.36	1.29	0.41000000000000003	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.23	0.25	-10.43	-0.04	0.03	-0.01
1708334501.986771	-0.001	0.0	0.0	-1.37	1.28	0.41000000000000003	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.23	0.25	-10.42	-0.04	-0.01	-0.08
